product_code,Product Name,product_description,MRP,our_price,a. Whole Sale Price,shipping _charge,product_category,product_subcategory,product_subtopic,products_pagetitle,products_metadescription,products_keywords,image_url,Sub_Description ,Brand,status
PeC25,Parachute Natural Jasmine Hair Oil Pack of 3 X 200 ml,,225,,,,Personal Care,Hair Care,Hair Oil,Parachute Natural Jasmine Hair Oil Pack of 3 X 200 ml,,,p25.jpg,,Parachute,1
PeC26,Parachute Natural Jasmine Hair Oil Pack of 3 X 100 ml,,117,,,,Personal Care,Hair Care,Hair Oil,Parachute Natural Jasmine Hair Oil Pack of 3 X 100 ml,,,p26.jpg,,Parachute,1
PeC27,Dabur Amla Hair Oil 300 ml,,125,,,,Personal Care,Hair Care,Hair Oil,Dabur Amla Hair Oil 300 ml,,,p27.jpg,,Dabur,1
PeC28,"Dabur Vatika Hair Oil Coconut, 300 ml",,167,,,,Personal Care,Hair Care,Hair Oil,"Dabur Vatika Hair Oil Coconut, 300 ml",,,p28.jpg,,Dabur,1
PeC29,Dabur Vatika Hair Oil 150 ml,,84,,,,Personal Care,Hair Care,Hair Oil,Dabur Vatika Hair Oil 150 ml,,,p29.jpg,,Dabur,1
PeC30,Dabur Amla Hair Oil 200 ml,,84,,,,Personal Care,Hair Care,Hair Oil,Dabur Amla Hair Oil 200 ml,,,p30.jpg,,Dabur,1
PeC31,Dabur Amla Hair Oil 100 ml,,42,,,,Personal Care,Hair Care,Hair Oil,Dabur Amla Hair Oil 100 ml,,,p31.jpg,,Dabur,1
PeC32,Keo Karpin Hair Oil 300 ml,,115,,,,Personal Care,Hair Care,Hair Oil,Keo Karpin Hair Oil 300 ml,,,p32.jpg,,Keo Karpin,1
PeC33,Keo Karpin Hair Oil 200 ml,,85,,,,Personal Care,Hair Care,Hair Oil,Keo Karpin Hair Oil 200 ml,,,p33.jpg,,Keo Karpin,1
PeC34,Keo Karpin Hair Oil 100 ml,,45,,,,Personal Care,Hair Care,Hair Oil,Keo Karpin Hair Oil 100 ml,,,p34.jpg,,Keo Karpin,1
PeC35,Bajaj Almond Hair Oil 100 ml,,58,,,,Personal Care,Hair Care,Hair Oil,Bajaj Almond Hair Oil 100 ml,,,p35.jpg,,Bajaj,1
PeC36,Bajaj Almond Hair Oil 200 ml,,108,,,,Personal Care,Hair Care,Hair Oil,Bajaj Almond Hair Oil 200 ml,,,p36.jpg,,Bajaj,1
PeC37,Bajaj Almond Hair Oil 300 ml,,142,,,,Personal Care,Hair Care,Hair Oil,Bajaj Almond Hair Oil 300 ml,,,p37.jpg,,Bajaj,1
PeC38,"Chik Shampoo Hair Fall Prevent, 325 ml",,80,,,,Personal Care,Hair Care,Hair Oil,Parachute Coconut Hair Oil Flip Top 250 ml,,,p38.jpg,,Parachute,1
PeC39,"Chik Shampoo Hair Fall Prevent, 325 ml",,15,,,,Personal Care,Hair Care,Hair Oil,Parachute Coconut Hair Oil 40 ml,,,p39.jpg,,Parachute,1
PeC40,Kesh King Ayurvedic Hair Oil 300 ml,,272,,,,Personal Care,Hair Care,Hair Oil,Kesh King Ayurvedic Hair Oil 300 ml,,,p40.jpg,,Kesh King,1
PeC41,"Parachute Hair Oil Hot Oil, 190 ml",,90,,,,Personal Care,Hair Care,Hair Oil,"Parachute Hair Oil Hot Oil, 190 ml",,,p41.jpg,,Parachute,1
PeC42,Kesh King Ayurvedic Hair Oil 120 ml,,136,,,,Personal Care,Hair Care,Hair Oil,Kesh King Ayurvedic Hair Oil 120 ml,,,p42.jpg,,Kesh King,1
PeC43,"Parachute Coconut Hair Oil Flip Top, 500 ml + 20% extra",,173,,,,Personal Care,Hair Care,Hair Oil,"Parachute Coconut Hair Oil Flip Top, 500 ml + 20% extra",,,p43.jpg,,Parachute,1
PeC44,"Parachute Coconut Hair Oil Flip Top, 500 ml",,173,,,,Personal Care,Hair Care,Hair Oil,"Parachute Coconut Hair Oil Flip Top, 500 ml",,,p44.jpg,,Parachute,1
PeC45,Dove Elixir Hair Oil Hair Fall Rescue ,,185,,,,Personal Care,Hair Care,Hair Oil,Dove Elixir Hair Oil Hair Fall Rescue ,,,p45.jpg,,Dove,1
PeC46,Himalaya Anti Hair Fall Hair oil 200ml,,160,,,,Personal Care,Hair Care,Hair Oil,Himalaya Anti Hair Fall Hair oil 200ml,,,p46.jpg,,Himalaya,1
PeC47,Garnier Ultra Doux Nourishing Hair Oil 200ml,,160,,,,Personal Care,Hair Care,Hair Oil,Garnier Ultra Doux Nourishing Hair Oil 200ml,,,p47.jpg,,Garnier,1
PeC48,Pathanjali Amla Hair Oil,,40,,,,Personal Care,Hair Care,Hair Oil,Pathanjali Amla Hair Oil,,,p48.jpg,,Pathanjali,1
PeC49,Biotique Bio Bhringraj Therapeutic OIL ,,159,,,,Personal Care,Hair Care,Hair Oil,Biotique Bio Bhringraj Therapeutic OIL ,,,p49.jpg,,Biotique,1
PeC50,"Godrej Expert Creme Hair Colour Natural Brown, 20 g (colo...",,30,,,,Personal Care,Hair Care,Hair Coloring & Styling,"Godrej Expert Creme Hair Colour Natural Brown, 20 g  colo",,,p50.jpg,,Godrej Expert,1
PeC51,"Godrej Expert Creme Hair Colour Dark Brown, 20 g (coloura...",,30,,,,Personal Care,Hair Care,Hair Coloring & Styling,"Godrej Expert Creme Hair Colour Dark Brown, 20 g  coloura",,,p51.jpg,,Godrej Expert,1
PeC52,"Indica Hair Colour Darkest Brown, 40 ml",,30,,,,Personal Care,Hair Care,Hair Coloring & Styling,"Indica Hair Colour Darkest Brown, 40 ml",,,p52.jpg,,Indica,1
PeC53,"Indica Hair Colour Natural Black, 40 ml",,30,,,,Personal Care,Hair Care,Hair Coloring & Styling,"Indica Hair Colour Natural Black, 40 ml",,,p53.jpg,,Indica,1
PeC54,"Godrej Expert Hair Color Black Brown Creme, 20 g",,30,,,,Personal Care,Hair Care,Hair Coloring & Styling,"Godrej Expert Hair Color Black Brown Creme, 20 g",,,p54.jpg,,Godrej Expert,1
PeC55,"Godrej Expert Hair Color Natural Black Creme, 20 g",,30,,,,Personal Care,Hair Care,Hair Coloring & Styling,"Godrej Expert Hair Color Natural Black Creme, 20 g",,,p55.jpg,,Godrej Expert,1
PeC56,"Setwet Hair Gel Wet Look Hold, Pack of 12 X 10 ml",,120,,,,Personal Care,Hair Care,Hair Coloring & Styling,"Setwet Hair Gel Wet Look Hold, Pack of 12 X 10 ml",,,p56.jpg,,Set Wet,1
PeC57,"Garnier Hair Colour Shade No 1 Hair, 40 ml",,69,,,,Personal Care,Hair Care,Hair Coloring & Styling,"Garnier Hair Colour Shade No 1 Hair, 40 ml",,,p57.jpg,,Garnier,1
PeC58,Nupur Hair Mehendi 500 g,,140,,,,Personal Care,Hair Care,Hair Coloring & Styling,Nupur Hair Mehendi 500 g,,,p58.jpg,,Nupur,1
PeC59,Nupur Hair Mehendi 60 g,,22,,,,Personal Care,Hair Care,Hair Coloring & Styling,Nupur Hair Mehendi 60 g,,,p59.jpg,,Nupur,1
PeC60,Nupur Hair Mehendi 150 g,,45,,,,Personal Care,Hair Care,Hair Coloring & Styling,Nupur Hair Mehendi 150 g,,,p60.jpg,,Nupur,1
PeC61,Godrej Expert Hair Dye Pack of 8 X 3 g,,28,,,,Personal Care,Hair Care,Hair Coloring & Styling,Godrej Expert Hair Dye Pack of 8 X 3 g,,,p61.jpg,,Godrej Expert,1
PeC62,"Loreal Casting Cream Dark Chocolate Hair Colour, 72 ml",,545,,,,Personal Care,Hair Care,Hair Coloring & Styling,"Loreal Casting Cream Dark Chocolate Hair Colour, 72 ml",,,p62.jpg,,Loreal,1
PeC63,"Loreal Paris Excel Creme Brown Hair Colour, 180 g",,515,,,,Personal Care,Hair Care,Hair Coloring & Styling,"Loreal Paris Excel Creme Brown Hair Colour, 180 g",,,p63.jpg,,Loreal,1
PeC64,"Loreal Casting Cream Darkest Brown Hair Colour, 72 ml",,575,,,,Personal Care,Hair Care,Hair Coloring & Styling,"Loreal Casting Cream Darkest Brown Hair Colour, 72 ml",,,p64.jpg,,Loreal,1
PeC65,"Loreal Casting Cream Ebony Black Hair Colour, 72 ml",,545,,,,Personal Care,Hair Care,Hair Coloring & Styling,"Loreal Casting Cream Ebony Black Hair Colour, 72 ml",,,p65.jpg,,Loreal,1
PeC66,"Loreal Paris Excel Creme Burgundy Hair Colour, 172 g",,575,,,,Personal Care,Hair Care,Hair Coloring & Styling,"Loreal Paris Excel Creme Burgundy Hair Colour, 172 g",,,p66.jpg,,Loreal,1
PeC67,"Loreal Paris Excel Creme Black Hair Colour, 180 g",,590,,,,Personal Care,Hair Care,Hair Coloring & Styling,"Loreal Paris Excel Creme Black Hair Colour, 180 g",,,p67.jpg,,Loreal,1
PeC68,"Loreal Paris Excel Creme Brown Hair Colour, 172 g",,590,,,,Personal Care,Hair Care,Hair Coloring & Styling,"Loreal Paris Excel Creme Brown Hair Colour, 172 g",,,p68.jpg,,Loreal,1
PeC69,"Garnier Color Natural Shade No 4 Hair Colour, 100 ml",,160,,,,Personal Care,Hair Care,Hair Coloring & Styling,"Garnier Color Natural Shade No 4 Hair Colour, 100 ml",,,p69.jpg,,Garnier,1
PeC70,"Garnier Color Natural Shade No 3 Hair Colour, 100 ml",,160,,,,Personal Care,Hair Care,Hair Coloring & Styling,"Garnier Color Natural Shade No 3 Hair Colour, 100 ml",,,p70.jpg,,Garnier,1
PeC71,"Garnier Color Naturals, 4 Brown, 100 ml",,160,,,,Personal Care,Hair Care,Hair Coloring & Styling,"Garnier Color Naturals, 4 Brown, 100 ml",,,p71.jpg,,Garnier,1
PeC72,"Garnier Color Naturals, 3.16 Burgundy, 100 ml",,160,,,,Personal Care,Hair Care,Hair Coloring & Styling,"Garnier Color Naturals, 3.16 Burgundy, 100 ml",,,p72.jpg,,Garnier,1
PeC73,"Garnier Color Naturals, 3 Darkest Brown, 100 ml",,160,,,,Personal Care,Hair Care,Hair Coloring & Styling,"Garnier Color Naturals, 3 Darkest Brown, 100 ml",,,p73.jpg,,Garnier,1
PeC74,"Garnier Color Naturals, 1 Black, 100 ml",,160,,,,Personal Care,Hair Care,Hair Coloring & Styling,"Garnier Color Naturals, 1 Black, 100 ml",,,p74.jpg,,Garnier,1
PeC75,"Godrej Expert Creme Hair Colour, Honey Brown, 40 ml",,35,,,,Personal Care,Hair Care,Hair Coloring & Styling,"Godrej Expert Creme Hair Colour, Honey Brown, 40 ml",,,p75.jpg,,Garnier Expert,1
PeC76,"Godrej Expert Creme Hair Colour, Cinnamon Red, 40 ml",,35,,,,Personal Care,Hair Care,Hair Coloring & Styling,"Godrej Expert Creme Hair Colour, Cinnamon Red, 40 ml",,,p76.jpg,,Garnier Expert,1
PeC77,"Indica Hair Colour Natural Black, Pack of 8 U X 3 g each",,136,,,,Personal Care,Hair Care,Hair Coloring & Styling,"Indica Hair Colour Natural Black, Pack of 8 U X 3 g each",,,p77.jpg,,Indica,1
PeC78,"Garnier Color Natural Shade No 1 Hair Colour,100 ml",,160,,,,Personal Care,Hair Care,Hair Coloring & Styling,"Garnier Color Natural Shade No 1 Hair Colour,100 ml",,,p78.jpg,,Garnier,1
PeC79,"Streax Hair Colour Darkest Brown, 40 ml",,30,,,,Personal Care,Hair Care,Hair Coloring & Styling,"Streax Hair Colour Darkest Brown, 40 ml",,,p79.jpg,,Streax,1
PeC80,"Streax Hair Colour Natural Black, 40 ml",,30,,,,Personal Care,Hair Care,Hair Coloring & Styling,"Streax Hair Colour Natural Black, 40 ml",,,p80.jpg,,Streax,1
PeC81,Bigen Easy and Natural Hair Color N4 Brown,,149,,,,Personal Care,Hair Care,Hair Coloring & Styling,Bigen Easy and Natural Hair Color N4 Brown,,,p81.jpg,,Bigen,1
PeC82,Bigen Easy and Natural Hair Color N3 Darkest Brown,,149,,,,Personal Care,Hair Care,Hair Coloring & Styling,Bigen Easy and Natural Hair Color N3 Darkest Brown,,,p82.jpg,,Bigen,1
PeC83,Bigen Easy and Natural Hair Color MH5 ,,149,,,,Personal Care,Hair Care,Hair Coloring & Styling,Bigen Easy and Natural Hair Color MH5 ,,,p83.jpg,,Bigen,1
PeC84,"Park Avenue Shampoo Dry Beer, 200 ml",,160,,,,Personal Care,Hair Care,Hair Wash,"Park Avenue Shampoo Dry Beer, 200 ml",,,p84.jpg,,Park Avenue,1
PeC85,"Garnier Fructis Shampoo Good bye Damage, Pack of 12 X 7.5 ml",,36,,,,Personal Care,Hair Care,Hair Wash,"Garnier Fructis Shampoo Good bye Damage, Pack of 12 X 7.5 ml",,,p85.jpg,,Garnier,1
PeC86,Kesh King Shampoo 300 ml,,174,,,,Personal Care,Hair Care,Hair Wash,Kesh King Shampoo 300 ml,,,p86.jpg,,Kesh King,1
PeC87,"Biotique Shampoo Green Apple, 100 ml",,68,,,,Personal Care,Hair Care,Hair Wash,"Biotique Shampoo Green Apple, 100 ml",,,p87.jpg,,Biotique,1
PeC88,"Himalaya Shampoo Anti Hair Fall, 200 ml",,130,,,,Personal Care,Hair Care,Hair Wash,"Himalaya Shampoo Anti Hair Fall, 200 ml",,,p88.jpg,,Himalaya,1
PeC89,"Himalaya Shampoo Daily Care, Protein Gentle, 200 ml",,130,,,,Personal Care,Hair Care,Hair Wash,"Himalaya Shampoo Daily Care, Protein Gentle, 200 ml",,,p89.jpg,,Himalaya,1
PeC90,"Dove Shampoo Hair Fall Rescue, 650 ml",,410,,,,Personal Care,Hair Care,Hair Wash,"Dove Shampoo Hair Fall Rescue, 650 ml",,,p90.jpg,,Dove,1
PeC91,"Dove Shampoo Intense Repair, 650 ml",,410,,,,Personal Care,Hair Care,Hair Wash,"Dove Shampoo Intense Repair, 650 ml",,,p91.jpg,,Dove,1
PeC92,"Tresemme Conditioner Smooth & Shine, 225 ml",,165,,,,Personal Care,Hair Care,Hair Wash,"Tresemme Conditioner Smooth & Shine, 225 ml",,,p92.jpg,,Tresemme,1
PeC93,"Tresemme Conditioner Climate Control, 225 ml",,165,,,,Personal Care,Hair Care,Hair Wash,"Tresemme Conditioner Climate Control, 225 ml",,,p93.jpg,,Tresemme,1
PeC94,"Loreal Paris Shampoo Fall Repair, 640 ml",,339,,,,Personal Care,Hair Care,Hair Wash,"Loreal Paris Shampoo Fall Repair, 640 ml",,,p94.jpg,,Loreal,1
PeC95,"Tresemme Shampoo Smooth & Shine, 600 ml",,345,,,,Personal Care,Hair Care,Hair Wash,"Tresemme Shampoo Smooth & Shine, 600 ml",,,p95.jpg,,Tresemme,1
PeC96,"Tresemme Shampoo Hairfall Defence, 600 ml",,345,,,,Personal Care,Hair Care,Hair Wash,"Tresemme Shampoo Hairfall Defence, 600 ml",,,p96.jpg,,Tresemme,1
PeC97,"Sunsilk Shampoo Black Shine, Pack of 64 U X 6 ml each",,64,,,,Personal Care,Hair Care,Hair Wash,"Sunsilk Shampoo Black Shine, Pack of 64 U X 6 ml each",,,p97.jpg,,Sunsilk,1
PeC98,"Dove Shampoo Daily Shine, 650 ml",,410,,,,Personal Care,Hair Care,Hair Wash,"Dove Shampoo Daily Shine, 650 ml",,,p98.jpg,,Dove,1
PeC99,"Chik Shampoo Hair Fall Prevent, 325 ml",,99,,,,Personal Care,Hair Care,Hair Wash,"Chik Shampoo Hair Fall Prevent, 325 ml",,,p99.jpg,,Chik,1
PeC100,"Loreal Shampoo 6 Oil Nourish, 360 ml",,259,,,,Personal Care,Hair Care,Hair Wash,"Loreal Shampoo 6 Oil Nourish, 360 ml",,,p100.jpg,,Loreal,1
PeC101,"Meera Shampoo Strong & Healthy, 20 U X 6 ml each",,40,,,,Personal Care,Hair Care,Hair Wash,"Meera Shampoo Strong & Healthy, 20 U X 6 ml each",,,p101.jpg,,Meera,1
PeC102,"Tresemme Conditioner Smooth & Shine, 12 U X 7.5 ml each",,48,,,,Personal Care,Hair Care,Hair Wash,"Tresemme Conditioner Smooth & Shine, 12 U X 7.5 ml each",,,p102.jpg,,Tresemme,1
PeC103,"Tresemme Shampoo Hair Fall Defence, 12 U X 7.5 ml each",,36,,,,Personal Care,Hair Care,Hair Wash,"Tresemme Shampoo Hair Fall Defence, 12 U X 7.5 ml each",,,p103.jpg,,Tresemme,1
PeC104,"Tresemme Shampoo Smooth & Shine, 12 X 7.5 ml",,36,,,,Personal Care,Hair Care,Hair Wash,"Tresemme Shampoo Smooth & Shine, 12 X 7.5 ml",,,p104.jpg,,Tresemme,1
PeC105,"Dove Conditioner Breakage Therapy, 180 ml",,165,,,,Personal Care,Hair Care,Hair Wash,"Dove Conditioner Breakage Therapy, 180 ml",,,p105.jpg,,Dove,1
PeC106,"Tresemme Shampoo Climate Control, 225 ml",,155,,,,Personal Care,Hair Care,Hair Wash,"Tresemme Shampoo Climate Control, 225 ml",,,p106.jpg,,Tresemme,1
PeC107,Kesh King Shampoo 120 ml,,96,,,,Personal Care,Hair Care,Hair Wash,Kesh King Shampoo 120 ml,,,p107.jpg,,Kesh King,1
PeC108,"Nyle Shampoo Dryness Control, 600 ml",,225,,,,Personal Care,Hair Care,Hair Wash,"Nyle Shampoo Dryness Control, 600 ml",,,p108.jpg,,Nyle,1
PeC109,"Nyle Shampoo Smooth & Silky, 600 ml",,225,,,,Personal Care,Hair Care,Hair Wash,"Nyle Shampoo Smooth & Silky, 600 ml",,,p109.jpg,,Nyle,1
PeC110,"Nyle Shampoo Hairfall Defence, 600 ml",,225,,,,Personal Care,Hair Care,Hair Wash,"Nyle Shampoo Hairfall Defence, 600 ml",,,p110.jpg,,Nyle,1
PeC111,"Ayur Shampoo Amla Ritha, 500 ml",,130,,,,Personal Care,Hair Care,Hair Wash,"Ayur Shampoo Amla Ritha, 500 ml",,,p111.jpg,,Ayur,1
PeC112,"Ayur Shampoo Amla Ritha, 1000 ml",,200,,,,Personal Care,Hair Care,Hair Wash,"Ayur Shampoo Amla Ritha, 1000 ml",,,p112.jpg,,Ayur,1
PeC113,Park Avenue Beer Shampoo 200 ml,,160,,,,Personal Care,Hair Care,Hair Wash,Park Avenue Beer Shampoo 200 ml,,,p113.jpg,,Park Avenue,1
PeC114,"Dove Conditioner Daily Shine, Pack Of 64 U X 7.5 ml",,256,,,,Personal Care,Hair Care,Hair Wash,"Dove Conditioner Daily Shine, Pack Of 64 U X 7.5 ml",,,p114.jpg,,Dove,1
PeC115,"Dove Conditioner Hairfall Therapy, Pack Of 64 U X 7.5 ml",,256,,,,Personal Care,Hair Care,Hair Wash,"Dove Conditioner Hairfall Therapy, Pack Of 64 U X 7.5 ml",,,p115.jpg,,Dove,1
PeC116,"Garnier Fructis Shampoo Goodbye Damage, 340 ml",,230,,,,Personal Care,Hair Care,Hair Wash,"Garnier Fructis Shampoo Goodbye Damage, 340 ml",,,p116.jpg,,Garnier,1
PeC117,"Garnier Fructis Shampoo Goodbye Damage, 175 ml",,135,,,,Personal Care,Hair Care,Hair Wash,"Garnier Fructis Shampoo Goodbye Damage, 175 ml",,,p117.jpg,,Garnier,1
PeC118,"Tresemme Shampoo Smooth & Shine, 225 ml",,155,,,,Personal Care,Hair Care,Hair Wash,"Tresemme Shampoo Smooth & Shine, 225 ml",,,p118.jpg,,Tresemme,1
PeC119,"Tresemme Shampoo Hair Fall Defence, 225 ml",,155,,,,Personal Care,Hair Care,Hair Wash,"Tresemme Shampoo Hair Fall Defence, 225 ml",,,p119.jpg,,Tresemme,1
PeC120,"All Clear Shampoo Active Care, 200 ml",,163,,,,Personal Care,Hair Care,Hair Wash,"All Clear Shampoo Active Care, 200 ml",,,p120.jpg,,ALL Clear,1
PeC121,"Dove Shampoo Intense Repair, Pack of 16 U X 14 ml each",,80,,,,Personal Care,Hair Care,Hair Wash,"Dove Shampoo Intense Repair, Pack of 16 U X 14 ml each",,,p121.jpg,,Dove,1
PeC122,"Loreal Paris Shampoo Total Repair, 675 ml",,339,,,,Personal Care,Hair Care,Hair Wash,"Loreal Paris Shampoo Total Repair, 675 ml",,,p122.jpg,,Loreal,1
PeC123,"Sunsilk Shampoo Thick & Long, 180 ml",,130,,,,Personal Care,Hair Care,Hair Wash,"Sunsilk Shampoo Thick & Long, 180 ml",,,p123.jpg,,Sunsilk,1
PeC124,"Sunsilk Shampoo Soft & Smooth, 80 ml",,59,,,,Personal Care,Hair Care,Hair Wash,"Sunsilk Shampoo Soft & Smooth, 80 ml",,,p124.jpg,,Sunsilk,1
PeC125,"Sunsilk Shampoo Black Shine, 80 ml",,60,,,,Personal Care,Hair Care,Hair Wash,"Sunsilk Shampoo Black Shine, 80 ml",,,p125.jpg,,Sunsilk,1
PeC126,"Sunsilk Shampoo Black Shine, 200 ml",,130,,,,Personal Care,Hair Care,Hair Wash,"Sunsilk Shampoo Black Shine, 200 ml",,,p126.jpg,,Sunsilk,1
PeC127,"Dove Shampoo Intense Repair, 80 ml",,75,,,,Personal Care,Hair Care,Hair Wash,"Dove Shampoo Intense Repair, 80 ml",,,p127.jpg,,Dove,1
PeC128,"Clinic Plus Shampoo Strong & Long, 175 ml",,120,,,,Personal Care,Hair Care,Hair Wash,"Clinic Plus Shampoo Strong & Long, 175 ml",,,p128.jpg,,Clinic Plus,1
PeC129,"Clinic Plus Shampoo Strong & Long, 80 ml",,55,,,,Personal Care,Hair Care,Hair Wash,"Clinic Plus Shampoo Strong & Long, 80 ml",,,p129.jpg,,Clinic Plus,1
PeC130,"Pantene Shampoo Nature Fusion, 320 ml",,264,,,,Personal Care,Hair Care,Hair Wash,"Pantene Shampoo Nature Fusion, 320 ml",,,p130.jpg,,Pantene,1
PeC131,"Pantene Shampoo Nature Fusion, 170 ml",,155,,,,Personal Care,Hair Care,Hair Wash,"Pantene Shampoo Nature Fusion, 170 ml",,,p131.jpg,,Pantene,1
PeC132,"Clinic Plus Shampoo Strong & Long, Pack of 10 U X 35 ml each",,100,,,,Personal Care,Hair Care,Hair Wash,"Clinic Plus Shampoo Strong & Long, Pack of 10 U X 35 ml each",,,p132.jpg,,Clinic Plus,1
PeC133,"Loreal Paris Shampoo Fall Repair, 375 ml",,259,,,,Personal Care,Hair Care,Hair Wash,"Loreal Paris Shampoo Fall Repair, 375 ml",,,p133.jpg,,Loreal,1
PeC134,"Loreal Paris Shampoo Fall Repair, 200 ml",,145,,,,Personal Care,Hair Care,Hair Wash,"Loreal Paris Shampoo Fall Repair, 200 ml",,,p134.jpg,,Loreal,1
PeC135,"Dove Shampoo Damage Therapy, Pack of 480 U X 5.5 ml",,720,,,,Personal Care,Hair Care,Hair Wash,"Dove Shampoo Damage Therapy, Pack of 480 U X 5.5 ml",,,p135.jpg,,Dove,1
PeC136,"Clinic Plus Shampoo Strong & Long, Case Of 1280 X 3.5ml",,640,,,,Personal Care,Hair Care,Hair Wash,"Clinic Plus Shampoo Strong & Long, Case Of 1280 X 3.5ml",,,p136.jpg,,Clinic Plus,1
PeC137,"Dove Shampoo Hair Fall Rescue, Pack of 48 U X 6 ml",,72,,,,Personal Care,Hair Care,Hair Wash,"Dove Shampoo Hair Fall Rescue, Pack of 48 U X 6 ml",,,p137.jpg,,Dove,1
